cardnumber,cardname,card_type,field,raw,raw_parsed,stored_counts,runtime_counts,stored_blank,runtime_blank_after_patch
PL!-bp5-019,それは僕たちの奇跡,LIVE,blade_heart_tags,<ALL>,"[""(ALL)""]",[],"[""(ALL)""]",1,0
PL!-bp5-020,Wonder zone,LIVE,required,<黄> 3 <青> 2 <任意> 7 (合計12),"{""any"": 7, ""blue"": 2, ""yellow"": 3}",{},"{""any"": 7, ""blue"": 2, ""yellow"": 3}",1,0
PL!-bp5-020,Wonder zone,LIVE,blade_heart,<ALL>,"{""all"": 1}",{},"{""all"": 1}",1,0
PL!-bp5-020,Wonder zone,LIVE,blade_heart_tags,<ALL>,"[""(ALL)""]",[],"[""(ALL)""]",1,0
PL!-bp5-021,SUNNY DAY SONG,LIVE,required,<桃> 2 <黄> 3 <紫> 2 <任意> 2 (合計9),"{""any"": 2, ""pink"": 2, ""purple"": 2, ""yellow"": 3}",{},"{""any"": 2, ""pink"": 2, ""purple"": 2, ""yellow"": 3}",1,0
PL!-bp5-021,SUNNY DAY SONG,LIVE,blade_heart,<ALL>,"{""all"": 1}",{},"{""all"": 1}",1,0
PL!-bp5-021,SUNNY DAY SONG,LIVE,blade_heart_tags,<ALL>,"[""(ALL)""]",[],"[""(ALL)""]",1,0
PL!-bp5-022,A song for You! You? You!!,LIVE,required,<桃> 2 <黄> 2 <紫> 2 <任意> 6 (合計12),"{""any"": 6, ""pink"": 2, ""purple"": 2, ""yellow"": 2}",{},"{""any"": 6, ""pink"": 2, ""purple"": 2, ""yellow"": 2}",1,0
PL!-bp5-022,A song for You! You? You!!,LIVE,blade_heart,<桃> <ドロー+1>,"{""pink"": 1}",{},"{""pink"": 1}",1,0
PL!-bp5-022,A song for You! You? You!!,LIVE,blade_heart_tags,<桃> <ドロー+1>,"[""(ドロー+1)""]",[],"[""(ドロー+1)""]",1,0
PL!-bp5-023,乙姫心で恋宮殿,LIVE,required,<桃> 3 <紫> 2 <任意> 3 (合計8),"{""any"": 3, ""pink"": 3, ""purple"": 2}",{},"{""any"": 3, ""pink"": 3, ""purple"": 2}",1,0
PL!-bp5-023,乙姫心で恋宮殿,LIVE,blade_heart,<ALL>,"{""all"": 1}",{},"{""all"": 1}",1,0
PL!-bp5-023,乙姫心で恋宮殿,LIVE,blade_heart_tags,<ALL>,"[""(ALL)""]",[],"[""(ALL)""]",1,0
PL!-bp5-024,Private Wars,LIVE,required,<桃> 1 <黄> 1 <青> 7 <紫> 1 (合計10),"{""blue"": 7, ""pink"": 1, ""purple"": 1, ""yellow"": 1}",{},"{""blue"": 7, ""pink"": 1, ""purple"": 1, ""yellow"": 1}",1,0
PL!-bp5-024,Private Wars,LIVE,blade_heart,<ALL>,"{""all"": 1}",{},"{""all"": 1}",1,0
PL!-bp5-024,Private Wars,LIVE,blade_heart_tags,<ALL>,"[""(ALL)""]",[],"[""(ALL)""]",1,0
PL!-bp5-111,綺羅ツバサ,MEMBER,base,<黄> 1 <青> 3,"{""blue"": 3, ""yellow"": 1}",{},"{""blue"": 3, ""yellow"": 1}",1,0
PL!-bp5-111,綺羅ツバサ,MEMBER,blade_heart,<青>,"{""blue"": 1}",{},"{""blue"": 1}",1,0
PL!-bp5-222,優木あんじゅ,MEMBER,base,<桃> 1,"{""pink"": 1}",{},"{""pink"": 1}",1,0
PL!-bp5-222,優木あんじゅ,MEMBER,blade_heart,<青>,"{""blue"": 1}",{},"{""blue"": 1}",1,0
PL!-bp5-333,統堂英玲奈,MEMBER,base,<青> 2 <紫> 1,"{""blue"": 2, ""purple"": 1}",{},"{""blue"": 2, ""purple"": 1}",1,0
PL!-bp6-001,高坂穂乃果,MEMBER,base,<黄> 1,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!-bp6-002,絢瀬絵里,MEMBER,base,<紫> 1,"{""purple"": 1}",{},"{""purple"": 1}",1,0
PL!-bp6-002,絢瀬絵里,MEMBER,blade_heart,<紫>,"{""purple"": 1}",{},"{""purple"": 1}",1,0
PL!-bp6-003,南ことり,MEMBER,base,<桃> 1 <黄> 3 <紫> 1,"{""pink"": 1, ""purple"": 1, ""yellow"": 3}",{},"{""pink"": 1, ""purple"": 1, ""yellow"": 3}",1,0
PL!-bp6-003,南ことり,MEMBER,blade_heart,<黄>,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!-bp6-004,園田海未,MEMBER,base,<桃> 1 <黄> 1,"{""pink"": 1, ""yellow"": 1}",{},"{""pink"": 1, ""yellow"": 1}",1,0
PL!-bp6-005,星空凛,MEMBER,base,<桃> 1 <黄> 2 <紫> 1,"{""pink"": 1, ""purple"": 1, ""yellow"": 2}",{},"{""pink"": 1, ""purple"": 1, ""yellow"": 2}",1,0
PL!-bp6-005,星空凛,MEMBER,blade_heart,<黄>,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!-bp6-006,西木野真姫,MEMBER,base,<桃> 2 <黄> 2 <紫> 3,"{""pink"": 2, ""purple"": 3, ""yellow"": 2}",{},"{""pink"": 2, ""purple"": 3, ""yellow"": 2}",1,0
PL!-bp6-006,西木野真姫,MEMBER,blade_heart,<紫>,"{""purple"": 1}",{},"{""purple"": 1}",1,0
PL!-bp6-007,東條希,MEMBER,base,<桃> 2 <黄> 1 <紫> 1,"{""pink"": 2, ""purple"": 1, ""yellow"": 1}",{},"{""pink"": 2, ""purple"": 1, ""yellow"": 1}",1,0
PL!-bp6-007,東條希,MEMBER,blade_heart,<桃>,"{""pink"": 1}",{},"{""pink"": 1}",1,0
PL!-bp6-008,小泉花陽,MEMBER,base,<桃> 1 <黄> 1 <紫> 1,"{""pink"": 1, ""purple"": 1, ""yellow"": 1}",{},"{""pink"": 1, ""purple"": 1, ""yellow"": 1}",1,0
PL!-bp6-009,矢澤にこ,MEMBER,base,<黄> 1 <紫> 1,"{""purple"": 1, ""yellow"": 1}",{},"{""purple"": 1, ""yellow"": 1}",1,0
PL!-bp6-010,高坂穂乃果,MEMBER,base,<黄> 1,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!-bp6-010,高坂穂乃果,MEMBER,blade_heart,<黄>,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!-bp6-011,絢瀬絵里,MEMBER,base,<桃> 1 <黄> 1 <紫> 2,"{""pink"": 1, ""purple"": 2, ""yellow"": 1}",{},"{""pink"": 1, ""purple"": 2, ""yellow"": 1}",1,0
PL!-bp6-011,絢瀬絵里,MEMBER,blade_heart,<紫>,"{""purple"": 1}",{},"{""purple"": 1}",1,0
PL!-bp6-012,南ことり,MEMBER,base,<黄> 1,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!-bp6-012,南ことり,MEMBER,blade_heart,<黄>,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!-bp6-013,園田海未,MEMBER,base,<桃> 1 <黄> 1 <紫> 1,"{""pink"": 1, ""purple"": 1, ""yellow"": 1}",{},"{""pink"": 1, ""purple"": 1, ""yellow"": 1}",1,0
PL!-bp6-014,星空凛,MEMBER,base,<桃> 1,"{""pink"": 1}",{},"{""pink"": 1}",1,0
PL!-bp6-014,星空凛,MEMBER,blade_heart,<桃>,"{""pink"": 1}",{},"{""pink"": 1}",1,0
PL!-bp6-015,西木野真姫,MEMBER,base,<紫> 1,"{""purple"": 1}",{},"{""purple"": 1}",1,0
PL!-bp6-015,西木野真姫,MEMBER,blade_heart,<紫>,"{""purple"": 1}",{},"{""purple"": 1}",1,0
PL!-bp6-016,東條希,MEMBER,base,<桃> 1,"{""pink"": 1}",{},"{""pink"": 1}",1,0
PL!-bp6-016,東條希,MEMBER,blade_heart,<桃>,"{""pink"": 1}",{},"{""pink"": 1}",1,0
PL!-bp6-017,小泉花陽,MEMBER,base,<桃> 1 <黄> 1,"{""pink"": 1, ""yellow"": 1}",{},"{""pink"": 1, ""yellow"": 1}",1,0
PL!-bp6-017,小泉花陽,MEMBER,blade_heart,<黄>,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!-bp6-018,矢澤にこ,MEMBER,base,<桃> 3 <黄> 3,"{""pink"": 3, ""yellow"": 3}",{},"{""pink"": 3, ""yellow"": 3}",1,0
PL!-bp6-018,矢澤にこ,MEMBER,blade_heart,<桃>,"{""pink"": 1}",{},"{""pink"": 1}",1,0
PL!-bp6-019,Music S.T.A.R.T!!,LIVE,required,<桃> 1 <黄> 1 <紫> 1 <任意> 2 (合計5),"{""any"": 2, ""pink"": 1, ""purple"": 1, ""yellow"": 1}",{},"{""any"": 2, ""pink"": 1, ""purple"": 1, ""yellow"": 1}",1,0
PL!-bp6-019,Music S.T.A.R.T!!,LIVE,blade_heart,<ALL>,"{""all"": 1}",{},"{""all"": 1}",1,0
PL!-bp6-019,Music S.T.A.R.T!!,LIVE,blade_heart_tags,<ALL>,"[""(ALL)""]",[],"[""(ALL)""]",1,0
PL!-bp6-020,Dancing stars on me!,LIVE,required,<桃> 2 <黄> 2 <紫> 2 <任意> 6 (合計12),"{""any"": 6, ""pink"": 2, ""purple"": 2, ""yellow"": 2}",{},"{""any"": 6, ""pink"": 2, ""purple"": 2, ""yellow"": 2}",1,0
PL!-bp6-020,Dancing stars on me!,LIVE,blade_heart,<桃> <ドロー+1>,"{""pink"": 1}",{},"{""pink"": 1}",1,0
PL!-bp6-020,Dancing stars on me!,LIVE,blade_heart_tags,<桃> <ドロー+1>,"[""(ドロー+1)""]",[],"[""(ドロー+1)""]",1,0
PL!-bp6-021,Wonderful Rush,LIVE,required,<黄> 8 <任意> 7 (合計15),"{""any"": 7, ""yellow"": 8}",{},"{""any"": 7, ""yellow"": 8}",1,0
PL!-bp6-021,Wonderful Rush,LIVE,blade_heart,<ALL>,"{""all"": 1}",{},"{""all"": 1}",1,0
PL!-bp6-021,Wonderful Rush,LIVE,blade_heart_tags,<ALL>,"[""(ALL)""]",[],"[""(ALL)""]",1,0
PL!-bp6-022,Dreamin' Go! Go!!,LIVE,required,<桃> 5 <黄> 5 <紫> 5 <任意> 5 (合計20),"{""any"": 5, ""pink"": 5, ""purple"": 5, ""yellow"": 5}",{},"{""any"": 5, ""pink"": 5, ""purple"": 5, ""yellow"": 5}",1,0
PL!-bp6-022,Dreamin' Go! Go!!,LIVE,blade_heart_tags,<スコア+1>,"[""(スコア+1)""]",[],"[""(スコア+1)""]",1,0
PL!-bp6-023,sweet＆sweet holiday,LIVE,required,<桃> 2 <黄> 4 <任意> 4 (合計10),"{""any"": 4, ""pink"": 2, ""yellow"": 4}",{},"{""any"": 4, ""pink"": 2, ""yellow"": 4}",1,0
PL!-bp6-023,sweet＆sweet holiday,LIVE,blade_heart,<黄> <ドロー+1>,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!-bp6-023,sweet＆sweet holiday,LIVE,blade_heart_tags,<黄> <ドロー+1>,"[""(ドロー+1)""]",[],"[""(ドロー+1)""]",1,0
PL!-bp6-024,錯覚CROSSROADS,LIVE,required,<桃> 1 <黄> 1 <紫> 2 <任意> 3 (合計7),"{""any"": 3, ""pink"": 1, ""purple"": 2, ""yellow"": 1}",{},"{""any"": 3, ""pink"": 1, ""purple"": 2, ""yellow"": 1}",1,0
PL!-bp6-024,錯覚CROSSROADS,LIVE,blade_heart,<ALL>,"{""all"": 1}",{},"{""all"": 1}",1,0
PL!-bp6-024,錯覚CROSSROADS,LIVE,blade_heart_tags,<ALL>,"[""(ALL)""]",[],"[""(ALL)""]",1,0
PL!-pb1-001,高坂穂乃果,MEMBER,base,<桃> 2 <黄> 3 <紫> 1,"{""pink"": 2, ""purple"": 1, ""yellow"": 3}",{},"{""pink"": 2, ""purple"": 1, ""yellow"": 3}",1,0
PL!-pb1-001,高坂穂乃果,MEMBER,blade_heart,<黄>,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!-pb1-002,絢瀬絵里,MEMBER,base,<桃> 1 <黄> 2 <紫> 2,"{""pink"": 1, ""purple"": 2, ""yellow"": 2}",{},"{""pink"": 1, ""purple"": 2, ""yellow"": 2}",1,0
PL!-pb1-002,絢瀬絵里,MEMBER,blade_heart,<紫>,"{""purple"": 1}",{},"{""purple"": 1}",1,0
PL!-pb1-003,南ことり,MEMBER,base,<桃> 2 <黄> 2 <紫> 1,"{""pink"": 2, ""purple"": 1, ""yellow"": 2}",{},"{""pink"": 2, ""purple"": 1, ""yellow"": 2}",1,0
PL!-pb1-003,南ことり,MEMBER,blade_heart,<黄>,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!-pb1-004,園田海未,MEMBER,base,<桃> 3 <黄> 1 <紫> 2,"{""pink"": 3, ""purple"": 2, ""yellow"": 1}",{},"{""pink"": 3, ""purple"": 2, ""yellow"": 1}",1,0
PL!-pb1-004,園田海未,MEMBER,blade_heart,<桃>,"{""pink"": 1}",{},"{""pink"": 1}",1,0
PL!-pb1-005,星空凛,MEMBER,base,<桃> 1,"{""pink"": 1}",{},"{""pink"": 1}",1,0
PL!-pb1-005,星空凛,MEMBER,blade_heart,<桃>,"{""pink"": 1}",{},"{""pink"": 1}",1,0
PL!-pb1-006,西木野真姫,MEMBER,base,<黄> 2 <紫> 3,"{""purple"": 3, ""yellow"": 2}",{},"{""purple"": 3, ""yellow"": 2}",1,0
PL!-pb1-006,西木野真姫,MEMBER,blade_heart,<紫>,"{""purple"": 1}",{},"{""purple"": 1}",1,0
PL!-pb1-007,東條希,MEMBER,base,<桃> 3 <黄> 1 <紫> 2,"{""pink"": 3, ""purple"": 2, ""yellow"": 1}",{},"{""pink"": 3, ""purple"": 2, ""yellow"": 1}",1,0
PL!-pb1-008,小泉花陽,MEMBER,base,<桃> 1 <黄> 3 <紫> 1,"{""pink"": 1, ""purple"": 1, ""yellow"": 3}",{},"{""pink"": 1, ""purple"": 1, ""yellow"": 3}",1,0
PL!-pb1-009,矢澤にこ,MEMBER,base,<黄> 1 <紫> 1,"{""purple"": 1, ""yellow"": 1}",{},"{""purple"": 1, ""yellow"": 1}",1,0
PL!-pb1-010,高坂穂乃果,MEMBER,base,<桃> 2 <黄> 3,"{""pink"": 2, ""yellow"": 3}",{},"{""pink"": 2, ""yellow"": 3}",1,0
PL!-pb1-011,絢瀬絵里,MEMBER,base,<紫> 1,"{""purple"": 1}",{},"{""purple"": 1}",1,0
PL!-pb1-011,絢瀬絵里,MEMBER,blade_heart,<紫>,"{""purple"": 1}",{},"{""purple"": 1}",1,0
PL!-pb1-012,南ことり,MEMBER,base,<黄> 1,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!-pb1-013,園田海未,MEMBER,base,<桃> 3 <紫> 1,"{""pink"": 3, ""purple"": 1}",{},"{""pink"": 3, ""purple"": 1}",1,0
PL!-pb1-014,星空凛,MEMBER,base,<桃> 3 <黄> 2 <紫> 2,"{""pink"": 3, ""purple"": 2, ""yellow"": 2}",{},"{""pink"": 3, ""purple"": 2, ""yellow"": 2}",1,0
PL!-pb1-014,星空凛,MEMBER,blade_heart,<桃>,"{""pink"": 1}",{},"{""pink"": 1}",1,0
PL!-pb1-015,西木野真姫,MEMBER,base,<桃> 1 <黄> 1 <紫> 3,"{""pink"": 1, ""purple"": 3, ""yellow"": 1}",{},"{""pink"": 1, ""purple"": 3, ""yellow"": 1}",1,0
PL!-pb1-015,西木野真姫,MEMBER,blade_heart,<紫>,"{""purple"": 1}",{},"{""purple"": 1}",1,0
PL!-pb1-016,東條希,MEMBER,base,<桃> 2 <紫> 1,"{""pink"": 2, ""purple"": 1}",{},"{""pink"": 2, ""purple"": 1}",1,0
PL!-pb1-017,小泉花陽,MEMBER,base,<桃> 1 <黄> 1,"{""pink"": 1, ""yellow"": 1}",{},"{""pink"": 1, ""yellow"": 1}",1,0
PL!-pb1-018,矢澤にこ,MEMBER,base,<紫> 2,"{""purple"": 2}",{},"{""purple"": 2}",1,0
PL!-pb1-019,高坂穂乃果,MEMBER,base,<黄> 1,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!-pb1-019,高坂穂乃果,MEMBER,blade_heart,<黄>,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!-pb1-020,絢瀬絵里,MEMBER,base,<紫> 2,"{""purple"": 2}",{},"{""purple"": 2}",1,0
PL!-pb1-020,絢瀬絵里,MEMBER,blade_heart,<紫>,"{""purple"": 1}",{},"{""purple"": 1}",1,0
PL!-pb1-021,南ことり,MEMBER,base,<黄> 2 <紫> 1,"{""purple"": 1, ""yellow"": 2}",{},"{""purple"": 1, ""yellow"": 2}",1,0
PL!-pb1-022,園田海未,MEMBER,base,<桃> 2 <黄> 1,"{""pink"": 2, ""yellow"": 1}",{},"{""pink"": 2, ""yellow"": 1}",1,0
PL!-pb1-023,星空凛,MEMBER,base,<桃> 2,"{""pink"": 2}",{},"{""pink"": 2}",1,0
PL!-pb1-023,星空凛,MEMBER,blade_heart,<桃>,"{""pink"": 1}",{},"{""pink"": 1}",1,0
PL!-pb1-024,西木野真姫,MEMBER,base,<紫> 1,"{""purple"": 1}",{},"{""purple"": 1}",1,0
PL!-pb1-024,西木野真姫,MEMBER,blade_heart,<紫>,"{""purple"": 1}",{},"{""purple"": 1}",1,0
PL!-pb1-025,東條希,MEMBER,base,<桃> 1,"{""pink"": 1}",{},"{""pink"": 1}",1,0
PL!-pb1-025,東條希,MEMBER,blade_heart,<桃>,"{""pink"": 1}",{},"{""pink"": 1}",1,0
PL!-pb1-026,小泉花陽,MEMBER,base,<黄> 2,"{""yellow"": 2}",{},"{""yellow"": 2}",1,0
PL!-pb1-026,小泉花陽,MEMBER,blade_heart,<黄>,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!-pb1-027,矢澤にこ,MEMBER,base,<桃> 1 <紫> 2,"{""pink"": 1, ""purple"": 2}",{},"{""pink"": 1, ""purple"": 2}",1,0
PL!-pb1-028,WAO-WAO Powerful day!,LIVE,required,<桃> 2 <黄> 4 <任意> 7 (合計13),"{""any"": 7, ""pink"": 2, ""yellow"": 4}",{},"{""any"": 7, ""pink"": 2, ""yellow"": 4}",1,0
PL!-pb1-028,WAO-WAO Powerful day!,LIVE,blade_heart,<黄> <ドロー+1>,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!-pb1-028,WAO-WAO Powerful day!,LIVE,blade_heart_tags,<黄> <ドロー+1>,"[""(ドロー+1)""]",[],"[""(ドロー+1)""]",1,0
PL!-pb1-029,知らないLove*教えてLove,LIVE,required,<桃> 2 <紫> 1 (合計3),"{""pink"": 2, ""purple"": 1}",{},"{""pink"": 2, ""purple"": 1}",1,0
PL!-pb1-029,知らないLove*教えてLove,LIVE,blade_heart_tags,<スコア+1>,"[""(スコア+1)""]",[],"[""(スコア+1)""]",1,0
PL!-pb1-030,Cutie Panther,LIVE,required,<黄> 2 <紫> 4 <任意> 7 (合計13),"{""any"": 7, ""purple"": 4, ""yellow"": 2}",{},"{""any"": 7, ""purple"": 4, ""yellow"": 2}",1,0
PL!-pb1-030,Cutie Panther,LIVE,blade_heart,<紫> <ドロー+1>,"{""purple"": 1}",{},"{""purple"": 1}",1,0
PL!-pb1-030,Cutie Panther,LIVE,blade_heart_tags,<紫> <ドロー+1>,"[""(ドロー+1)""]",[],"[""(ドロー+1)""]",1,0
PL!-pb1-031,輝夜の城で踊りたい,LIVE,required,<紫> 1 <任意> 2 (合計3),"{""any"": 2, ""purple"": 1}",{},"{""any"": 2, ""purple"": 1}",1,0
PL!-pb1-031,輝夜の城で踊りたい,LIVE,blade_heart,<ALL>,"{""all"": 1}",{},"{""all"": 1}",1,0
PL!-pb1-031,輝夜の城で踊りたい,LIVE,blade_heart_tags,<ALL>,"[""(ALL)""]",[],"[""(ALL)""]",1,0
PL!-pb1-032,SENTIMENTAL StepS,LIVE,required,<桃> 1 <黄> 1 <紫> 1 <任意> 2 (合計5),"{""any"": 2, ""pink"": 1, ""purple"": 1, ""yellow"": 1}",{},"{""any"": 2, ""pink"": 1, ""purple"": 1, ""yellow"": 1}",1,0
PL!-pb1-032,SENTIMENTAL StepS,LIVE,blade_heart,<ALL>,"{""all"": 1}",{},"{""all"": 1}",1,0
PL!-pb1-032,SENTIMENTAL StepS,LIVE,blade_heart_tags,<ALL>,"[""(ALL)""]",[],"[""(ALL)""]",1,0
PL!-pb1-033,KiRa-KiRa Sensation!,LIVE,required,<桃> 4 <黄> 4 <紫> 4 <任意> 6 (合計18),"{""any"": 6, ""pink"": 4, ""purple"": 4, ""yellow"": 4}",{},"{""any"": 6, ""pink"": 4, ""purple"": 4, ""yellow"": 4}",1,0
PL!-pb1-033,KiRa-KiRa Sensation!,LIVE,blade_heart,<桃> <ドロー+1>,"{""pink"": 1}",{},"{""pink"": 1}",1,0
PL!-pb1-033,KiRa-KiRa Sensation!,LIVE,blade_heart_tags,<桃> <ドロー+1>,"[""(ドロー+1)""]",[],"[""(ドロー+1)""]",1,0
PL!-sd1-001,高坂穂乃果,MEMBER,base,<桃> 1 <黄> 2 <紫> 1,"{""pink"": 1, ""purple"": 1, ""yellow"": 2}",{},"{""pink"": 1, ""purple"": 1, ""yellow"": 2}",1,0
PL!-sd1-002,絢瀬絵里,MEMBER,base,<紫> 1,"{""purple"": 1}",{},"{""purple"": 1}",1,0
PL!-sd1-002,絢瀬絵里,MEMBER,blade_heart,<紫>,"{""purple"": 1}",{},"{""purple"": 1}",1,0
PL!-sd1-003,南ことり,MEMBER,base,<桃> 1 <黄> 2 <紫> 2,"{""pink"": 1, ""purple"": 2, ""yellow"": 2}",{},"{""pink"": 1, ""purple"": 2, ""yellow"": 2}",1,0
PL!-sd1-003,南ことり,MEMBER,blade_heart,<紫>,"{""purple"": 1}",{},"{""purple"": 1}",1,0
PL!-sd1-004,園田海未,MEMBER,base,<桃> 2 <黄> 1 <紫> 1,"{""pink"": 2, ""purple"": 1, ""yellow"": 1}",{},"{""pink"": 2, ""purple"": 1, ""yellow"": 1}",1,0
PL!-sd1-004,園田海未,MEMBER,blade_heart,<桃>,"{""pink"": 1}",{},"{""pink"": 1}",1,0
PL!-sd1-005,星空凛,MEMBER,base,<桃> 1,"{""pink"": 1}",{},"{""pink"": 1}",1,0
PL!-sd1-005,星空凛,MEMBER,blade_heart,<桃>,"{""pink"": 1}",{},"{""pink"": 1}",1,0
PL!-sd1-006,西木野真姫,MEMBER,base,<桃> 1 <黄> 1 <紫> 2,"{""pink"": 1, ""purple"": 2, ""yellow"": 1}",{},"{""pink"": 1, ""purple"": 2, ""yellow"": 1}",1,0
PL!-sd1-007,東條希,MEMBER,base,<桃> 1 <黄> 1 <紫> 1,"{""pink"": 1, ""purple"": 1, ""yellow"": 1}",{},"{""pink"": 1, ""purple"": 1, ""yellow"": 1}",1,0
PL!-sd1-008,小泉花陽,MEMBER,base,<桃> 1 <黄> 1,"{""pink"": 1, ""yellow"": 1}",{},"{""pink"": 1, ""yellow"": 1}",1,0
PL!-sd1-008,小泉花陽,MEMBER,blade_heart,<黄>,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!-sd1-009,矢澤にこ,MEMBER,base,<桃> 2 <黄> 2 <紫> 2,"{""pink"": 2, ""purple"": 2, ""yellow"": 2}",{},"{""pink"": 2, ""purple"": 2, ""yellow"": 2}",1,0
PL!-sd1-009,矢澤にこ,MEMBER,blade_heart,<紫>,"{""purple"": 1}",{},"{""purple"": 1}",1,0
PL!-sd1-010,高坂穂乃果,MEMBER,base,<桃> 1 <黄> 1,"{""pink"": 1, ""yellow"": 1}",{},"{""pink"": 1, ""yellow"": 1}",1,0
PL!-sd1-010,高坂穂乃果,MEMBER,blade_heart,<黄>,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!-sd1-011,絢瀬絵里,MEMBER,base,<桃> 1 <紫> 1,"{""pink"": 1, ""purple"": 1}",{},"{""pink"": 1, ""purple"": 1}",1,0
PL!-sd1-012,南ことり,MEMBER,base,<黄> 1 <紫> 1,"{""purple"": 1, ""yellow"": 1}",{},"{""purple"": 1, ""yellow"": 1}",1,0
PL!-sd1-013,園田海未,MEMBER,base,<桃> 1 <紫> 1,"{""pink"": 1, ""purple"": 1}",{},"{""pink"": 1, ""purple"": 1}",1,0
PL!-sd1-013,園田海未,MEMBER,blade_heart,<桃>,"{""pink"": 1}",{},"{""pink"": 1}",1,0
PL!-sd1-014,星空凛,MEMBER,base,<桃> 2 <黄> 1 <紫> 1,"{""pink"": 2, ""purple"": 1, ""yellow"": 1}",{},"{""pink"": 2, ""purple"": 1, ""yellow"": 1}",1,0
PL!-sd1-015,西木野真姫,MEMBER,base,<桃> 1 <紫> 2,"{""pink"": 1, ""purple"": 2}",{},"{""pink"": 1, ""purple"": 2}",1,0
PL!-sd1-016,東條希,MEMBER,base,<桃> 1 <黄> 1,"{""pink"": 1, ""yellow"": 1}",{},"{""pink"": 1, ""yellow"": 1}",1,0
PL!-sd1-017,小泉花陽,MEMBER,base,<桃> 1 <黄> 2 <紫> 1,"{""pink"": 1, ""purple"": 1, ""yellow"": 2}",{},"{""pink"": 1, ""purple"": 1, ""yellow"": 2}",1,0
PL!-sd1-018,矢澤にこ,MEMBER,base,<桃> 1 <黄> 1 <紫> 2,"{""pink"": 1, ""purple"": 2, ""yellow"": 1}",{},"{""pink"": 1, ""purple"": 2, ""yellow"": 1}",1,0
PL!-sd1-019,START：DASH!!,LIVE,required,<桃> 1 <黄> 1 <紫> 1 (合計3),"{""pink"": 1, ""purple"": 1, ""yellow"": 1}",{},"{""pink"": 1, ""purple"": 1, ""yellow"": 1}",1,0
PL!-sd1-019,START：DASH!!,LIVE,blade_heart_tags,<スコア+1>,"[""(スコア+1)""]",[],"[""(スコア+1)""]",1,0
PL!-sd1-020,きっと青春が聞こえる,LIVE,required,<桃> 1 <黄> 1 <任意> 3 (合計5),"{""any"": 3, ""pink"": 1, ""yellow"": 1}",{},"{""any"": 3, ""pink"": 1, ""yellow"": 1}",1,0
PL!-sd1-020,きっと青春が聞こえる,LIVE,blade_heart,<ALL>,"{""all"": 1}",{},"{""all"": 1}",1,0
PL!-sd1-020,きっと青春が聞こえる,LIVE,blade_heart_tags,<ALL>,"[""(ALL)""]",[],"[""(ALL)""]",1,0
PL!-sd1-021,これからのSomeday,LIVE,required,<桃> 1 <黄> 1 <紫> 1 <任意> 4 (合計7),"{""any"": 4, ""pink"": 1, ""purple"": 1, ""yellow"": 1}",{},"{""any"": 4, ""pink"": 1, ""purple"": 1, ""yellow"": 1}",1,0
PL!-sd1-021,これからのSomeday,LIVE,blade_heart,<ALL>,"{""all"": 1}",{},"{""all"": 1}",1,0
PL!-sd1-021,これからのSomeday,LIVE,blade_heart_tags,<ALL>,"[""(ALL)""]",[],"[""(ALL)""]",1,0
PL!-sd1-022,僕らは今のなかで,LIVE,required,<桃> 2 <黄> 2 <紫> 2 <任意> 6 (合計12),"{""any"": 6, ""pink"": 2, ""purple"": 2, ""yellow"": 2}",{},"{""any"": 6, ""pink"": 2, ""purple"": 2, ""yellow"": 2}",1,0
PL!-sd1-022,僕らは今のなかで,LIVE,blade_heart,<黄> <ドロー+1>,"{""yellow"": 1}",{},"{""yellow"": 1}",1,0
PL!-sd1-022,僕らは今のなかで,LIVE,blade_heart_tags,<黄> <ドロー+1>,"[""(ドロー+1)""]",[],"[""(ドロー+1)""]",1,0
PL!HS-PR-001,日野下花帆,MEMBER,base,<桃> 1 <緑> 2 <青> 1,"{""blue"": 1, ""green"": 2, ""pink"": 1}",{},"{""blue"": 1, ""green"": 2, ""pink"": 1}",1,0
PL!HS-PR-002,村野さやか,MEMBER,base,<桃> 1 <緑> 1 <青> 2,"{""blue"": 2, ""green"": 1, ""pink"": 1}",{},"{""blue"": 2, ""green"": 1, ""pink"": 1}",1,0
