family_key,audit_id,cardnumber,cardname,trigger,family_size,selection_reason
center_group_cost_gt_opponent_score|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp4-024#A01,PL!SP-bp4-024,ノンフィクション!!,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
left_group_member_color_heart_gte_gain_blades|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp4-024#A02,PL!SP-bp4-024,ノンフィクション!!,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
center_group_original_blade_count_set|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp4-025#A01,PL!SP-bp4-025,Special Color,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
live_success_center_group_moved_score|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp4-025#A02,PL!SP-bp4-025,Special Color,ライブ成功時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
energy_gte_draw_discard|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp4-026#A02,PL!SP-bp4-026,Wish Song,ライブ成功時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
live_success_stage_only_group_formation_optional|position_change|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp4-027#A01,PL!SP-bp4-027,"Chance Day, Chance Way!",ライブ成功時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
active_energy_this_card_score|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp4-028#A01,PL!SP-bp4-028,DAISUKI FULL POWER,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
activate_all_stage_group_members_and_all_energy|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp5-003#A02,PL!SP-bp5-003,嵐千砂都,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
stage_movement_or_energy_placed_self_event_wrapper|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp5-004#A01,PL!SP-bp5-004,平安名すみれ,自動,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
position_change_self;parenthetical_note_noop|effect_template_route;position_change|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp5-006#A01,PL!SP-bp5-006,桜小路きな子,起動,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
look_top_k_optional_distinct_group_upto_n|selection_pending_or_card_list|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp5-007#A01,PL!SP-bp5-007,米女メイ,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
optional_repeat_mill_top1_gain_blade_wait_if_live|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp5-009#A01,PL!SP-bp5-009,鬼塚夏美,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
both_centers_position_change|position_change|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp5-010#A01,PL!SP-bp5-010,ウィーン・マルガレーテ,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
look_top_k_optional_group_member_or_bladeheart_group_member|selection_pending_or_card_list|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp5-013#A01,PL!SP-bp5-013,唐可可,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
draw_if_other_stage_member_moved_this_turn|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp5-014#A01,PL!SP-bp5-014,嵐千砂都,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
body_always_hand_cost_moved_stage_group|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp5-017#A01,PL!SP-bp5-017,桜小路きな子,常時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
energy_gte_put_wait|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp5-021#A01,PL!SP-bp5-021,ウィーン・マルガレーテ,起動,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
live_success_success_or_opponent_count_revealed_score_tag_score|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp5-023#A01,PL!SP-bp5-023,Shooting Voice!!,ライブ成功時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
choose_heart_for_moved_stage_members_until_end_live|selection_pending_or_card_list|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp5-024#A01,PL!SP-bp5-024,MIRACLE NEW STORY,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
live_success_paid_energy_div_score|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp5-025#A01,PL!SP-bp5-025,常夏☆サンシャイン,ライブ成功時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
stage_group_heart_total_count_score|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp5-026#A01,PL!SP-bp5-026,Let's be ONE,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
live_success_optional_wait_energy_opponent_draw|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp5-027#A01,PL!SP-bp5-027,HOT PASSION!!,ライブ成功時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
body_always_energy_exact_score|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp5-111#A01,PL!SP-bp5-111,柊摩央,常時,2,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
bottom_green_group_members_exact_no_bh_threshold_gain_blade|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp7-004#A01,PL!SP-bp7-004,平安名すみれ,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
energy_put_wait_no_active_next_n|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-bp7-007#A02,PL!SP-bp7-007,米女メイ,ライブ成功時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
pay_energy_or_discard_hand|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-pb1-001#A01,PL!SP-pb1-001,澁谷かのん,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
body_always_energy_gte_score|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-pb1-002#A01,PL!SP-pb1-002,唐可可,常時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
stage_only_group_rotate_positions_notice|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-pb1-003#A01,PL!SP-pb1-003,嵐千砂都,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
enter_or_stage_movement_self_event_wrapper;parenthetical_note_noop|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-pb1-006#A01,PL!SP-pb1-006,桜小路きな子,自動,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
draw_then_move_self_to_other_area_swap|position_change|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-pb1-008#A01,PL!SP-pb1-008,若菜四季,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
body_always_energy_gte_cost|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-pb1-010#A01,PL!SP-pb1-010,ウィーン・マルガレーテ,常時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
green_member_from_context_to_former_area|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-pb1-011#A01,PL!SP-pb1-011,鬼塚冬毬,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
stage_movement_self_event_wrapper;parenthetical_note_noop|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-pb1-020#A01,PL!SP-pb1-020,鬼塚夏美,自動,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
distinct_stage_group_member_energy_active_then_all_active_score|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-pb1-023#A01,PL!SP-pb1-023,ディストーション,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
stage_group_distinct_names_gte_score|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-pb1-024#A01,PL!SP-pb1-024,ニュートラル,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
entered_or_moved_stage_group_members_reduce_required_any_per_member|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-pb1-025#A01,PL!SP-pb1-025,Jellyfish,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
draw_and_gain_blades_per_baton_old_group_no_bladeheart|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-pb2-000#A02,PL!SP-pb2-000,嵐千砂都＆鬼塚夏美,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
look_top_k_optional_cost_le_group_member_stage_or_hand|selection_pending_or_card_list|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-pb2-001#A01,PL!SP-pb2-001,澁谷かのん,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
live_success_score_if_self_moved_by_group_effect|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-pb2-003#A01,PL!SP-pb2-003,嵐千砂都,ライブ成功時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
live_success_score_tag_live_or_success_above_original_draw|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-pb2-004#A01,PL!SP-pb2-004,平安名すみれ,ライブ成功時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
put_baton_old_group_member_under_self|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-pb2-005#A01,PL!SP-pb2-005,葉月恋,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
yell_no_bh_group_member_score_cap|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-pb2-008#A01,PL!SP-pb2-008,若菜四季,ライブ成功時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
opponent_wait_original_blade_relative_manual;parenthetical_note_noop|confirm_effect;effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-pb2-009#A01,PL!SP-pb2-009,鬼塚夏美,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
unless_discard_hand_energy_to_deck|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-pb2-010#A01,PL!SP-pb2-010,ウィーン・マルガレーテ,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
energy_put_wait_then_manual_draw_if_no_bladeheart|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-pb2-013#A01,PL!SP-pb2-013,唐可可,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
stage_only_group_formation_optional|position_change|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-pb2-014#A01,PL!SP-pb2-014,嵐千砂都,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
distinct_stage_group_member_energy_activate|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-pb2-018#A01,PL!SP-pb2-018,米女メイ,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
body_always_energy_gte_gain_icons_two_thresholds|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-pb2-023#A01,PL!SP-pb2-023,澁谷かのん,常時,3,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
body_always_active_energy_gain_icons|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-pb2-026#A01,PL!SP-pb2-026,平安名すみれ,常時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
main_phase_stage_movement_self_event_wrapper|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-pb2-028#A01,PL!SP-pb2-028,桜小路きな子,自動,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
stage_group_member_heart_total_per_score|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-pb2-045#A01,PL!SP-pb2-045,絶対的LOVER,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
distinct_stage_group_member_required_any_reduce_red_increase_score|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-pb2-048#A01,PL!SP-pb2-048,ディストーション,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
stage_group_count_formation_change_optional|position_change|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-pb2-050#A01,PL!SP-pb2-050,Jellyfish,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
draw_per_energy_n|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-sd1-001#A01,PL!SP-sd1-001,澁谷かのん,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
hand_member_cost_le_group_to_empty_area_optional_no_self|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-sd1-002#A01,PL!SP-sd1-002,唐可可,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
look_top_k_choose_if_energy_gte|selection_pending_or_card_list|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-sd1-009#A01,PL!SP-sd1-009,鬼塚夏美,登場,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
draw_then_optional_stage_member_position_change|position_change|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-sd2-001#A01,PL!SP-sd2-001,澁谷かのん,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
position_change_self|position_change|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-sd2-002#A01,PL!SP-sd2-002,唐可可,起動,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
draw_then_draw_if_self_moved_this_turn|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-sd2-003#A01,PL!SP-sd2-003,嵐千砂都,ライブ成功時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
body_always_stage_cost_gte_icons|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-sd2-008#A01,PL!SP-sd2-008,若菜四季,常時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
self_and_other_group_member_gain_blades_if_energy_gte|message_ack_or_auto_order|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-sd2-020#A01,PL!SP-sd2-020,鬼塚夏美,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
moved_stage_group_members_gain_icons_until_end_live|effect_template_route|cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,PL!SP-sd2-025#A01,PL!SP-sd2-025,Aspire,ライブ開始時,1,representative of matcher/pending/resolve route; prefer selectable or conditional pending when available
