cardnumber,field,audit_value,runtime_value,severity,notes
PL!-bp5-019,required_hearts_counts_json,<黄> 1 <紫> 1 <任意> 3 (合計5),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!-bp5-019,required_hearts_counts_json_vs_reparsed,{},"{""yellow"": 1, ""purple"": 1, ""any"": 3}",S2,reparsed heart facts differ from source derived counts
PL!-bp5-020,required_hearts_counts_json,<黄> 3 <青> 2 <任意> 7 (合計12),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!-bp5-020,required_hearts_counts_json_vs_reparsed,{},"{""yellow"": 3, ""blue"": 2, ""any"": 7}",S2,reparsed heart facts differ from source derived counts
PL!-bp5-021,required_hearts_counts_json,<桃> 2 <黄> 3 <紫> 2 <任意> 2 (合計9),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!-bp5-021,required_hearts_counts_json_vs_reparsed,{},"{""pink"": 2, ""yellow"": 3, ""purple"": 2, ""any"": 2}",S2,reparsed heart facts differ from source derived counts
PL!-bp5-022,required_hearts_counts_json,<桃> 2 <黄> 2 <紫> 2 <任意> 6 (合計12),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!-bp5-022,required_hearts_counts_json_vs_reparsed,{},"{""pink"": 2, ""yellow"": 2, ""purple"": 2, ""any"": 6}",S2,reparsed heart facts differ from source derived counts
PL!-bp5-023,required_hearts_counts_json,<桃> 3 <紫> 2 <任意> 3 (合計8),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!-bp5-023,required_hearts_counts_json_vs_reparsed,{},"{""pink"": 3, ""purple"": 2, ""any"": 3}",S2,reparsed heart facts differ from source derived counts
PL!-bp5-024,required_hearts_counts_json,<桃> 1 <黄> 1 <青> 7 <紫> 1 (合計10),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!-bp5-024,required_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""yellow"": 1, ""blue"": 7, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!-bp5-111,base_hearts_counts_json_vs_reparsed,"{""yellow"": 1, ""blue"": 3}",{},S2,reparsed heart facts differ from source derived counts
PL!-bp5-222,base_hearts_counts_json,<桃> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!-bp5-222,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1}",S2,reparsed heart facts differ from source derived counts
PL!-bp5-333,base_hearts_counts_json,<青> 2 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!-bp5-333,base_hearts_counts_json_vs_reparsed,{},"{""blue"": 2, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!-bp6-001,base_hearts_counts_json,<黄> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!-bp6-001,base_hearts_counts_json_vs_reparsed,{},"{""yellow"": 1}",S2,reparsed heart facts differ from source derived counts
PL!-bp6-002,base_hearts_counts_json,<紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!-bp6-002,base_hearts_counts_json_vs_reparsed,{},"{""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!-bp6-003,base_hearts_counts_json,<桃> 1 <黄> 3 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!-bp6-003,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""yellow"": 3, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!-bp6-004,base_hearts_counts_json,<桃> 1 <黄> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!-bp6-004,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""yellow"": 1}",S2,reparsed heart facts differ from source derived counts
PL!-bp6-005,base_hearts_counts_json,<桃> 1 <黄> 2 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!-bp6-005,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""yellow"": 2, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!-bp6-006,base_hearts_counts_json,<桃> 2 <黄> 2 <紫> 3,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!-bp6-006,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 2, ""yellow"": 2, ""purple"": 3}",S2,reparsed heart facts differ from source derived counts
PL!-bp6-007,base_hearts_counts_json,<桃> 2 <黄> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!-bp6-007,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 2, ""yellow"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!-bp6-008,base_hearts_counts_json,<桃> 1 <黄> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!-bp6-008,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""yellow"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!-bp6-009,base_hearts_counts_json,<黄> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!-bp6-009,base_hearts_counts_json_vs_reparsed,{},"{""yellow"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!-bp6-010,base_hearts_counts_json,<黄> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!-bp6-010,base_hearts_counts_json_vs_reparsed,{},"{""yellow"": 1}",S2,reparsed heart facts differ from source derived counts
PL!-bp6-011,base_hearts_counts_json,<桃> 1 <黄> 1 <紫> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!-bp6-011,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""yellow"": 1, ""purple"": 2}",S2,reparsed heart facts differ from source derived counts
PL!-bp6-012,base_hearts_counts_json,<黄> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!-bp6-012,base_hearts_counts_json_vs_reparsed,{},"{""yellow"": 1}",S2,reparsed heart facts differ from source derived counts
PL!-bp6-013,base_hearts_counts_json,<桃> 1 <黄> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!-bp6-013,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""yellow"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!-bp6-014,base_hearts_counts_json,<桃> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!-bp6-014,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1}",S2,reparsed heart facts differ from source derived counts
PL!-bp6-015,base_hearts_counts_json,<紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!-bp6-015,base_hearts_counts_json_vs_reparsed,{},"{""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!-bp6-016,base_hearts_counts_json,<桃> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!-bp6-016,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1}",S2,reparsed heart facts differ from source derived counts
PL!-bp6-017,base_hearts_counts_json,<桃> 1 <黄> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!-bp6-017,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""yellow"": 1}",S2,reparsed heart facts differ from source derived counts
PL!-bp6-018,base_hearts_counts_json,<桃> 3 <黄> 3,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!-bp6-018,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 3, ""yellow"": 3}",S2,reparsed heart facts differ from source derived counts
PL!-bp6-019,required_hearts_counts_json,<桃> 1 <黄> 1 <紫> 1 <任意> 2 (合計5),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!-bp6-019,required_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""yellow"": 1, ""purple"": 1, ""any"": 2}",S2,reparsed heart facts differ from source derived counts
PL!-bp6-020,required_hearts_counts_json,<桃> 2 <黄> 2 <紫> 2 <任意> 6 (合計12),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!-bp6-020,required_hearts_counts_json_vs_reparsed,{},"{""pink"": 2, ""yellow"": 2, ""purple"": 2, ""any"": 6}",S2,reparsed heart facts differ from source derived counts
PL!-bp6-021,required_hearts_counts_json,<黄> 8 <任意> 7 (合計15),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!-bp6-021,required_hearts_counts_json_vs_reparsed,{},"{""yellow"": 8, ""any"": 7}",S2,reparsed heart facts differ from source derived counts
PL!-bp6-022,required_hearts_counts_json,<桃> 5 <黄> 5 <紫> 5 <任意> 5 (合計20),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!-bp6-022,required_hearts_counts_json_vs_reparsed,{},"{""pink"": 5, ""yellow"": 5, ""purple"": 5, ""any"": 5}",S2,reparsed heart facts differ from source derived counts
PL!-bp6-023,required_hearts_counts_json,<桃> 2 <黄> 4 <任意> 4 (合計10),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!-bp6-023,required_hearts_counts_json_vs_reparsed,{},"{""pink"": 2, ""yellow"": 4, ""any"": 4}",S2,reparsed heart facts differ from source derived counts
PL!-bp6-024,required_hearts_counts_json,<桃> 1 <黄> 1 <紫> 2 <任意> 3 (合計7),{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!-bp6-024,required_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""yellow"": 1, ""purple"": 2, ""any"": 3}",S2,reparsed heart facts differ from source derived counts
PL!-pb1-001,base_hearts_counts_json,<桃> 2 <黄> 3 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!-pb1-001,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 2, ""yellow"": 3, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!-pb1-002,base_hearts_counts_json,<桃> 1 <黄> 2 <紫> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!-pb1-002,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""yellow"": 2, ""purple"": 2}",S2,reparsed heart facts differ from source derived counts
PL!-pb1-003,base_hearts_counts_json,<桃> 2 <黄> 2 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!-pb1-003,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 2, ""yellow"": 2, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!-pb1-004,base_hearts_counts_json,<桃> 3 <黄> 1 <紫> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!-pb1-004,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 3, ""yellow"": 1, ""purple"": 2}",S2,reparsed heart facts differ from source derived counts
PL!-pb1-005,base_hearts_counts_json,<桃> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!-pb1-005,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1}",S2,reparsed heart facts differ from source derived counts
PL!-pb1-006,base_hearts_counts_json,<黄> 2 <紫> 3,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!-pb1-006,base_hearts_counts_json_vs_reparsed,{},"{""yellow"": 2, ""purple"": 3}",S2,reparsed heart facts differ from source derived counts
PL!-pb1-007,base_hearts_counts_json,<桃> 3 <黄> 1 <紫> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!-pb1-007,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 3, ""yellow"": 1, ""purple"": 2}",S2,reparsed heart facts differ from source derived counts
PL!-pb1-008,base_hearts_counts_json,<桃> 1 <黄> 3 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!-pb1-008,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""yellow"": 3, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!-pb1-009,base_hearts_counts_json,<黄> 1 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!-pb1-009,base_hearts_counts_json_vs_reparsed,{},"{""yellow"": 1, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!-pb1-010,base_hearts_counts_json,<桃> 2 <黄> 3,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!-pb1-010,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 2, ""yellow"": 3}",S2,reparsed heart facts differ from source derived counts
PL!-pb1-011,base_hearts_counts_json,<紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!-pb1-011,base_hearts_counts_json_vs_reparsed,{},"{""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!-pb1-012,base_hearts_counts_json,<黄> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!-pb1-012,base_hearts_counts_json_vs_reparsed,{},"{""yellow"": 1}",S2,reparsed heart facts differ from source derived counts
PL!-pb1-013,base_hearts_counts_json,<桃> 3 <紫> 1,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!-pb1-013,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 3, ""purple"": 1}",S2,reparsed heart facts differ from source derived counts
PL!-pb1-014,base_hearts_counts_json,<桃> 3 <黄> 2 <紫> 2,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!-pb1-014,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 3, ""yellow"": 2, ""purple"": 2}",S2,reparsed heart facts differ from source derived counts
PL!-pb1-015,base_hearts_counts_json,<桃> 1 <黄> 1 <紫> 3,{},S2,raw heart exists but derived audit source counts empty; classify separately from runtime effect failure
PL!-pb1-015,base_hearts_counts_json_vs_reparsed,{},"{""pink"": 1, ""yellow"": 1, ""purple"": 3}",S2,reparsed heart facts differ from source derived counts
