audit_id,cardnumber,cardname,trigger,implementation_status,implementation_files,implementation_symbols,matcher_or_rule,pending_kind,resolve_path,ui_render_path,implementation_style,reachable,duplicate_route_suspected,dead_route_suspected,notes
PL!-bp4-023#A01,PL!-bp4-023,もぎゅっと”love”で接近中！,ライブ成功時,IMPLEMENTED,llocg_ui/engine.py,draw_if_excess_heart_color_gte,draw_if_excess_heart_color_gte,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-bp4-024#A01,PL!-bp4-024,小夜啼鳥恋詩,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,__ext__,live_start_pick_mus_stage_member_blade1,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-bp5-001#A01,PL!-bp5-001,高坂穂乃果,ライブ成功時,IMPLEMENTED,llocg_ui/engine.py,look_top_live_total_plus_n_choose_one_rest_waiting,look_top_live_total_plus_n_choose_one_rest_waiting,selection_pending_or_card_list,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-bp5-002#A01,PL!-bp5-002,絢瀬絵里,登場,IMPLEMENTED,llocg_ui/engine.py,__ext__,enter_eri_bp5002_top5_cost9_ge_mus_member_optional,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-bp5-003#A01,PL!-bp5-003,南ことり,常時,IMPLEMENTED,llocg_ui/engine.py,body_always_noop,body_always_stage_distinct_names_icons,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-bp5-003#A02,PL!-bp5-003,南ことり,起動,IMPLEMENTED,llocg_ui/engine.py,discarded_group_topk_choose_n_else_retrieve_live,discarded_group_top4_choose2_else_retrieve_live,selection_pending_or_card_list,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-bp5-004#A01,PL!-bp5-004,園田海未,起動,IMPLEMENTED,llocg_ui/engine.py,set_opponent_wait_exactly1,set_opponent_wait_exactly1,confirm_effect,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-bp5-004#A02,PL!-bp5-004,園田海未,自動,IMPLEMENTED,,,,,,,,YES,NO,NO,
PL!-bp5-005#A01,PL!-bp5-005,星空凛,登場,IMPLEMENTED,llocg_ui/engine.py,__ext__,enter_success_score_ge6_put_active_energy1,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-bp5-006#A01,PL!-bp5-006,西木野真姫,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,draw_if_live_zone_count_gte,draw_if_live_zone_count_gte,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-bp5-007#A01,PL!-bp5-007,東條希,登場,IMPLEMENTED,llocg_ui/engine.py,enter_baton_from_lower_cost_member_wrapper,enter_baton_from_lower_cost_member_wrapper,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-bp5-008#A01,PL!-bp5-008,小泉花陽,常時,IMPLEMENTED,llocg_ui/engine.py,body_always_noop,body_always_success_score_gte_icons,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-bp5-009#A01,PL!-bp5-009,矢澤にこ,起動,IMPLEMENTED,llocg_ui/engine.py,__ext__,generic_green_live_required_heart_threshold_one,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-bp5-010#A01,PL!-bp5-010,高坂穂乃果,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,mill_top_then_retrieve_from_waiting,mill_top_k_then_retrieve_waiting_group_type,selection_pending_or_card_list,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-bp5-011#A01,PL!-bp5-011,絢瀬絵里,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,success_count_choose_heart_gain,success_count_choose_heart_gain,selection_pending_or_card_list,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-bp5-013#A01,PL!-bp5-013,園田海未,登場,IMPLEMENTED,llocg_ui/engine.py,set_opponent_wait_exactly1,set_opponent_wait_exactly1,confirm_effect,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-bp5-014#A01,PL!-bp5-014,星空凛,登場,IMPLEMENTED,llocg_ui/engine.py,look_top_choose_filtered,look_top_k_optional_member_heart_any_color,selection_pending_or_card_list,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-bp5-015#A01,PL!-bp5-015,西木野真姫,登場,IMPLEMENTED,llocg_ui/engine.py,__ext__,enter_success_score_ge3_draw1,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-bp5-020#A01,PL!-bp5-020,Wonder zone,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,center_group_color_hearts_per_reduce_any_cap,center_group_color_hearts_per_reduce_any_cap,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-bp5-021#A01,PL!-bp5-021,SUNNY DAY SONG,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,stage_member_tiers_draw_discard_heart_score,stage_member_tiers_draw_discard_heart_score,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-bp5-022#A01,PL!-bp5-022,A song for You! You? You!!,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,success_count_score_and_required_increase,success_count_score_and_required_increase,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-bp5-023#A01,PL!-bp5-023,乙姫心で恋宮殿,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,stage_members_with_non_excluded_colors_reduce_any,stage_members_with_non_excluded_colors_reduce_any,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-bp5-024#A01,PL!-bp5-024,Private Wars,ライブ開始時,DB_DATA_MISMATCH,,,,,,,,NO,NO,NO,
PL!-bp5-111#A01,PL!-bp5-111,綺羅ツバサ,常時,IMPLEMENTED,llocg_ui/engine.py,body_always_noop,body_always_stage_other_group_member_per_blue,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-bp5-111#A02,PL!-bp5-111,綺羅ツバサ,起動,NOT_IMPLEMENTED,,,,,,,,YES,NO,NO,
PL!-bp5-222#A01,PL!-bp5-222,優木あんじゅ,登場,IMPLEMENTED,llocg_ui/engine.py,__ext__,generic_topdeck_choose_n_to_hand_rest_green,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-bp5-333#A01,PL!-bp5-333,統堂英玲奈,登場,IMPLEMENTED,llocg_ui/engine.py,set_opponent_wait_exactly1,set_opponent_wait_exactly1,confirm_effect,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-bp5-333#A02,PL!-bp5-333,統堂英玲奈,常時,IMPLEMENTED,llocg_ui/engine.py,body_always_noop,body_always_self_wait_icons,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-bp6-001#A01,PL!-bp6-001,高坂穂乃果,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,live_zone_group_exists_stage_group_members_gain_blades,body_always_live_zone_group_exists_all_stage_group_members_blade,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-bp6-001#A02,PL!-bp6-001,高坂穂乃果,ライブ成功時,IMPLEMENTED,llocg_ui/engine.py,live_success_revealed_no_bladeheart_group_member_apply,live_success_revealed_no_bladeheart_group_member_apply,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-bp6-002#A01,PL!-bp6-002,絢瀬絵里,登場,IMPLEMENTED,llocg_ui/engine.py,look_top_choose_filtered,look_top_k_optional_group_no_ability_or_body,selection_pending_or_card_list,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-bp6-002#A02,PL!-bp6-002,絢瀬絵里,常時,UNREACHABLE,,,,,,,,NO,NO,YES,
PL!-bp6-003#A01,PL!-bp6-003,南ことり,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,hand_member_cost_le_group_to_under_self_optional_choose_heart,hand_member_cost_le_group_to_under_self_optional_choose_heart,selection_pending_or_card_list,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-bp6-003#A02,PL!-bp6-003,南ことり,ライブ成功時,IMPLEMENTED,llocg_ui/engine.py,under_member_cost_le_group_to_empty_area_optional,under_member_cost_le_group_to_empty_area_optional,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-bp6-004#A01,PL!-bp6-004,園田海未,登場,IMPLEMENTED,llocg_ui/engine.py,look_top_choose_filtered,look_top_k_optional_group,selection_pending_or_card_list,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-bp6-005#A01,PL!-bp6-005,星空凛,登場,IMPLEMENTED,llocg_ui/engine.py,retrieve_heart_member_and_required_live_upto,retrieve_heart_member_and_required_live_upto,selection_pending_or_card_list,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-bp6-006#A01,PL!-bp6-006,西木野真姫,起動,IMPLEMENTED,llocg_ui/engine.py,choose_heart_color_reveal_topk_all_match_group_pick_gain_blades,choose_heart_color_reveal_top5_all_match_group_pick_gain_blades,selection_pending_or_card_list,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-bp6-007#A01,PL!-bp6-007,東條希,ライブ成功時,IMPLEMENTED,llocg_ui/engine.py,live_success_reveal_top_to_hand_score_if_no_bladeheart_member,live_success_reveal_top_to_hand_score_if_no_bladeheart_member,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-bp6-008#A01,PL!-bp6-008,小泉花陽,起動,IMPLEMENTED,llocg_ui/engine.py,activate_stage_member,activate_stage_member_one,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-bp6-009#A01,PL!-bp6-009,矢澤にこ,常時,NOT_IMPLEMENTED,,,,,,,,YES,NO,NO,
PL!-bp6-010#A01,PL!-bp6-010,高坂穂乃果,起動,IMPLEMENTED,llocg_ui/engine.py,set_opponent_wait_exactly1;body_always_noop,set_opponent_wait_exactly1;parenthetical_note_noop,confirm_effect;effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-bp6-011#A01,PL!-bp6-011,絢瀬絵里,ライブ成功時,IMPLEMENTED,llocg_ui/engine.py,draw_then_discard,draw_n_discard_m,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-bp6-012#A01,PL!-bp6-012,南ことり,常時,IMPLEMENTED,llocg_ui/engine.py,body_always_noop,body_always_success_group_exists_icons,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-bp6-013#A01,PL!-bp6-013,園田海未,登場,IMPLEMENTED,llocg_ui/engine.py,success_storage_score_sum_wrapper,success_storage_score_sum_wrapper,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-bp6-014#A01,PL!-bp6-014,星空凛,常時,IMPLEMENTED,llocg_ui/engine.py,body_always_noop,body_always_success_group_exists_icons,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-bp6-015#A01,PL!-bp6-015,西木野真姫,常時,IMPLEMENTED,llocg_ui/engine.py,body_always_noop,body_always_success_group_exists_icons,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-bp6-016#A01,PL!-bp6-016,東條希,ライブ成功時,IMPLEMENTED,llocg_ui/engine.py,look_top_reorder_all,look_top_k_reorder_all_on_top,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-bp6-019#A01,PL!-bp6-019,Music S.T.A.R.T!!,常時,NOT_IMPLEMENTED,,,,,,,,YES,NO,NO,
PL!-bp6-020#A01,PL!-bp6-020,Dancing stars on me!,自動,DB_DATA_MISMATCH,,,,,,,,NO,NO,NO,
PL!-bp6-020#A02,PL!-bp6-020,Dancing stars on me!,ライブ開始時,DB_DATA_MISMATCH,,,,,,,,NO,NO,NO,
PL!-bp6-020#A03,PL!-bp6-020,Dancing stars on me!,自動,UNREACHABLE,,,,,,,,NO,NO,YES,
PL!-bp6-020#A04,PL!-bp6-020,Dancing stars on me!,ライブ成功時,UNREACHABLE,,,,,,,,NO,NO,YES,
PL!-bp6-021#A01,PL!-bp6-021,Wonderful Rush,ライブ成功時,IMPLEMENTED,llocg_ui/engine.py,this_card_score_then_retrieve_group_live,this_card_score_then_retrieve_group_live,selection_pending_or_card_list,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-bp6-022#A01,PL!-bp6-022,Dreamin' Go! Go!!,常時,NOT_IMPLEMENTED,,,,,,,,YES,NO,NO,
PL!-bp6-023#A01,PL!-bp6-023,sweet＆sweet holiday,ライブ成功時,IMPLEMENTED,llocg_ui/engine.py,draw_then_draw_if_success_zone_group_exists,draw_then_draw_if_success_zone_group_exists,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-bp6-024#A01,PL!-bp6-024,錯覚CROSSROADS,常時,NOT_IMPLEMENTED,,,,,,,,YES,NO,NO,
PL!-pb1-001#A01,PL!-pb1-001,高坂穂乃果,起動,IMPLEMENTED,llocg_ui/engine.py,reveal_until_live_or_cost_ge_member_to_hand_rest_waiting_choice,reveal_until_live_or_cost_ge_member_to_hand_rest_waiting_choice,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-pb1-002#A01,PL!-pb1-002,絢瀬絵里,登場,IMPLEMENTED,llocg_ui/engine.py,conditional_opponent_wait_manual,conditional_opponent_wait_manual,confirm_effect,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-pb1-002#A02,PL!-pb1-002,絢瀬絵里,常時,NOT_IMPLEMENTED,,,,,,,,YES,NO,NO,
PL!-pb1-003#A01,PL!-pb1-003,南ことり,登場,IMPLEMENTED,llocg_ui/engine.py,__ext__,enter_printemps_count_activate_energy,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-pb1-004#A01,PL!-pb1-004,園田海未,登場,IMPLEMENTED,llocg_ui/engine.py,success_storage_score_sum_wrapper,success_storage_score_sum_wrapper,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,manual_review_reason=nested_granted_ability_runtime | nested_granted_ability_count=2
PL!-pb1-005#A01,PL!-pb1-005,星空凛,登場,IMPLEMENTED,llocg_ui/engine.py,success_storage_count_wrapper,success_storage_count_wrapper,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-pb1-006#A01,PL!-pb1-006,西木野真姫,登場,IMPLEMENTED,llocg_ui/engine.py,topdeck_green_live_group_upto1_then_draw_if_opponent_wait_exists,topdeck_green_live_group_upto1_then_draw_if_opponent_wait_exists,selection_pending_or_card_list,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-pb1-007#A01,PL!-pb1-007,東條希,起動,IMPLEMENTED,llocg_ui/engine.py,activated_success_count_discard_cost_reduction_wrapper,activated_success_count_discard_cost_reduction_wrapper,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-pb1-008#A01,PL!-pb1-008,小泉花陽,登場,IMPLEMENTED,llocg_ui/engine.py,draw_by_context_waited_member_count,draw_by_context_waited_member_count,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-pb1-009#A01,PL!-pb1-009,矢澤にこ,登場,IMPLEMENTED,llocg_ui/engine.py,set_opponent_wait_original_blade_le,set_opponent_wait_original_blade_le,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-pb1-009#A02,PL!-pb1-009,矢澤にこ,登場,IMPLEMENTED,llocg_ui/engine.py,effect_notice,effect_notice_no_active_by_effect,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-pb1-010#A01,PL!-pb1-010,高坂穂乃果,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,__ext__,live_start_other_stage_members_blade1,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-pb1-011#A01,PL!-pb1-011,絢瀬絵里,登場,IMPLEMENTED,llocg_ui/engine.py,conditional_opponent_wait_manual,conditional_opponent_wait_manual,confirm_effect,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!-pb1-012#A01,PL!-pb1-012,南ことり,登場,IMPLEMENTED,llocg_ui/engine.py,__ext__,enter_printemps_activate_up_to_1,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
